# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SEC31A	SEC31A	NM_001077208.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC31A	SEC31A	NM_001191049.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC31A	SEC31A	NM_001300744.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC31A	SEC31A	NM_001300745.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC31A	SEC31A	NM_014933.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC31A	SEC31A	NM_016211.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEL1L2	SEL1L2	NM_001271539.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEL1L2	SEL1L2	NR_073206.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEL1L2	SEL1L2	NR_073207.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEMA5A	SEMA5A	NM_003966.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SEMA6B	SEMA6B	NM_032108.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_001198999.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_020858.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_024966.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_153616.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_153617.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_153618.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEMA6D	SEMA6D	NM_153619.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SENP7	SENP7	NM_001077203.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SENP7	SENP7	NM_001282801.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SENP7	SENP7	NM_001282802.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SENP7	SENP7	NM_001282803.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SENP7	SENP7	NM_020654.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEPT2	SEPT2	NM_001008491.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEPT2	SEPT2	NM_001008492.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEPT2	SEPT2	NM_001282972.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEPT2	SEPT2	NM_001282973.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEPT2	SEPT2	NM_004404.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEPT2	SEPT2	NM_006155.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SERPINA1	SERPINA1	NM_000295.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001002235.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001002236.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127700.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127701.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127702.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127703.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127704.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127705.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127706.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA1	SERPINA1	NM_001127707.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA10	SERPINA10	NM_001100607.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA10	SERPINA10	NM_016186.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERPINA11	SERPINA11	NM_001080451.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SERTAD1	SERTAD1	NM_013376.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SETDB1	SETDB1	NM_001145415.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SETDB1	SETDB1	NM_012432.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3A2	SF3A2	NM_007165.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_001005526.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_001308824.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_012433.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SF3B3	SF3B3	NM_012426.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFRP1	SFRP1	NM_003012.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTA3	SFTA3	NM_001101341.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_001093770.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_001164644.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_001164645.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_001164646.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_001164647.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SFTPA1	SFTPA1	NM_005411.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGCG	SGCG	NM_000231.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGMS1	SGMS1	NM_147156.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SGPP1	SGPP1	NM_030791.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_001039948.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_001098497.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_001098498.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGSM1	SGSM1	NM_133454.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SH3D21	SH3D21	NM_001162530.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SH3D21	SH3D21	NM_024676.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SH3KBP1	SH3KBP1	NM_001024666.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SH3KBP1	SH3KBP1	NM_001184960.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SH3KBP1	SH3KBP1	NM_031892.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHANK1	SHANK1	NM_016148.2		1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SHANK2	SHANK2	NM_012309.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SHOC2	SHOC2	NM_001269039.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHOC2	SHOC2	NM_007373.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHROOM2	SHROOM2	NM_001649.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_001171156.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_001171157.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_001171158.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_001171159.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_001171161.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIGLEC10	SIGLEC10	NM_033130.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIGLEC5	SIGLEC5	NM_003830.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIK3	SIK3	NM_001281748.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIK3	SIK3	NM_001281749.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIK3	SIK3	NM_025164.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1	SIPA1	NM_006747.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1	SIPA1	NM_153253.29		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1L1	SIPA1L1	NM_001284245.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1L1	SIPA1L1	NM_001284246.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1L1	SIPA1L1	NM_001284247.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1L1	SIPA1L1	NM_015556.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SIPA1L2	SIPA1L2	NM_020808.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLAIN1	SLAIN1	NM_001040153.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLAIN1	SLAIN1	NM_001242868.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLAIN1	SLAIN1	NM_001242869.1		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	SLAIN1	NM_001242870.1		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	SLAIN1	NM_001242871.1		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	SLAIN1	NM_144595.3		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF8	SLAMF8	NM_020125.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	SLC10A3	NM_001142391.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC10A3	SLC10A3	NM_001142392.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC10A3	SLC10A3	NM_019848.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC11A1	SLC11A1	NM_000578.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC12A5	SLC12A5	NM_001134771.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC12A5	SLC12A5	NM_020708.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC12A8	SLC12A8	NM_001195483.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC12A8	SLC12A8	NM_024628.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC13A2	SLC13A2	NM_001145975.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC13A2	SLC13A2	NM_003984.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC13A2	SLC13A2	NR_027384.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC14A2	SLC14A2	NM_001242692.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC14A2	SLC14A2	NM_007163.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A12	SLC22A12	NM_001276326.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A12	SLC22A12	NM_001276327.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A12	SLC22A12	NM_144585.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A12	SLC22A12	NM_153378.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A9	SLC22A9	NM_080866.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A14	SLC25A14	NM_001282195.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A14	SLC25A14	NM_001282196.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A14	SLC25A14	NM_001282197.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A14	SLC25A14	NM_001282198.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A14	SLC25A14	NR_104107.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC25A32	SLC25A32	NM_030780.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC25A32	SLC25A32	NR_102337.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC25A32	SLC25A32	NR_102338.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC26A9	SLC26A9	NM_052934.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC26A9	SLC26A9	NM_134325.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC27A2	SLC27A2	NM_001159629.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC27A2	SLC27A2	NM_003645.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A12	SLC2A12	NM_145176.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_001286233.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_001286234.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_001286235.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_001286236.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_001286237.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC2A14	SLC2A14	NM_153449.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC30A3	SLC30A3	NM_003459.4		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
SLC35F3	SLC35F3	NM_173508.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC35G5	SLC35G5	NM_054028.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC38A6	SLC38A6	NM_001172702.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC38A6	SLC38A6	NM_153811.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC38A6	SLC38A6	NR_033344.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC39A14	SLC39A14	NM_001128431.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC39A14	SLC39A14	NM_001135153.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC39A14	SLC39A14	NM_001135154.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC39A14	SLC39A14	NM_015359.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC39A2	SLC39A2	NM_001256588.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A2	SLC39A2	NM_014579.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC3A1	SLC3A1	NM_000341.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC45A1	SLC45A1	NM_001080397.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC46A2	SLC46A2	NM_033051.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC5A7	SLC5A7	NM_001305005.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC5A7	SLC5A7	NM_001305006.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC5A7	SLC5A7	NM_001305007.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC5A7	SLC5A7	NM_021815.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC6A1	SLC6A1	NM_003042.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC6A1-AS1	SLC6A1-AS1	NR_046647.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC6A11	SLC6A11	NM_014229.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC6A2	SLC6A2	NM_001043.3		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SLC6A2	SLC6A2	NM_001172501.1		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SLC6A2	SLC6A2	NM_001172502.1		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SLC6A2	SLC6A2	NM_001172504.1		1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SLC6A4	SLC6A4	NM_001045.5		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC7A13	SLC7A13	NM_138817.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC7A2	SLC7A2	NM_001008539.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC7A2	SLC7A2	NM_001164771.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC7A2	SLC7A2	NM_003046.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1	SLC8A1	NM_001112800.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1	SLC8A1	NM_001112801.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1	SLC8A1	NM_001112802.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1	SLC8A1	NM_001252624.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1	SLC8A1	NM_021097.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A1-AS1	SLC8A1-AS1	NR_038441.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NM_001130417.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NM_033262.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NM_058240.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NM_182932.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NM_182936.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC8A3	SLC8A3	NM_183002.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC8A3	SLC8A3	NR_104122.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC9A2	SLC9A2	NM_003048.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC9A4	SLC9A4	NM_001011552.3		1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
SLCO1A2	SLCO1A2	NM_021094.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO1A2	SLCO1A2	NM_134431.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO1B1	SLCO1B1	NM_006446.4		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLCO1C1	SLCO1C1	NM_001145944.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO1C1	SLCO1C1	NM_001145945.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLCO1C1	SLCO1C1	NM_001145946.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO1C1	SLCO1C1	NM_017435.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO5A1	SLCO5A1	NM_001146008.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO5A1	SLCO5A1	NM_001146009.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO5A1	SLCO5A1	NM_030958.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN11	SLFN11	NM_001104587.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN11	SLFN11	NM_001104588.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN11	SLFN11	NM_001104589.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN11	SLFN11	NM_001104590.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN11	SLFN11	NM_152270.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLFN14	SLFN14	NM_001129820.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT1	SLIT1	NM_003061.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT2	SLIT2	NM_001289135.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SLIT2	SLIT2	NM_001289136.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SLIT2	SLIT2	NM_004787.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SLX4	SLX4	NM_032444.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMC1B	SMC1B	NM_001291501.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMC1B	SMC1B	NM_148674.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMOC1	SMOC1	NM_001034852.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMOC1	SMOC1	NM_022137.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242792.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242793.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242794.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001256717.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001256718.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_014841.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SND1	SND1	NM_014390.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNED1	SNED1	NM_001080437.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNIP1	SNIP1	NM_024700.3		1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
SNORD94	SNORD94	NR_004378.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNRNP25	SNRNP25	NM_024571.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNTG2	SNTG2	NM_018968.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX32	SNX32	NM_152760.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOD1	SOD1	NM_000454.4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SORCS1	SORCS1	NM_001013031.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SORCS1	SORCS1	NM_001206569.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SORCS1	SORCS1	NM_001206570.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SORCS1	SORCS1	NM_001206571.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SORCS1	SORCS1	NM_001206572.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
